ts,y
2025-09-10 14:00:00,1.3842
2025-09-10 15:00:00,1.3431
2025-09-10 16:00:00,1.2731
2025-09-10 17:00:00,1.3518
2025-09-10 18:00:00,1.1404
2025-09-10 19:00:00,1.1636
2025-09-10 20:00:00,0.8716
2025-09-10 21:00:00,0.9022
2025-09-10 22:00:00,0.8966
2025-09-10 23:00:00,0.7922
2025-09-11 00:00:00,0.7512
2025-09-11 01:00:00,0.7643
2025-09-11 02:00:00,0.7325
2025-09-11 03:00:00,0.707
2025-09-11 04:00:00,0.7276
2025-09-11 05:00:00,0.6928
2025-09-11 06:00:00,0.8211
2025-09-11 07:00:00,0.8216
2025-09-11 08:00:00,0.8841
2025-09-11 09:00:00,0.9864
2025-09-11 10:00:00,1.0949
2025-09-11 11:00:00,1.2269
2025-09-11 12:00:00,1.3409
2025-09-11 13:00:00,1.3863
2025-09-11 14:00:00,1.4236
2025-09-11 15:00:00,1.389
2025-09-11 16:00:00,1.1994
2025-09-11 17:00:00,1.1317
2025-09-11 18:00:00,1.0554
2025-09-11 19:00:00,0.9838
2025-09-11 20:00:00,0.7975
2025-09-11 21:00:00,0.7969
2025-09-11 22:00:00,0.8245
2025-09-11 23:00:00,0.7603
2025-09-12 00:00:00,0.751
2025-09-12 01:00:00,0.8734
2025-09-12 02:00:00,0.7746
2025-09-12 03:00:00,0.7872
2025-09-12 04:00:00,0.7499
2025-09-12 05:00:00,0.7128
2025-09-12 06:00:00,0.7414
2025-09-12 07:00:00,0.835
2025-09-12 08:00:00,0.9129
2025-09-12 09:00:00,0.9729
2025-09-12 10:00:00,1.1351
2025-09-12 11:00:00,1.1547
2025-09-12 12:00:00,1.3413
2025-09-12 13:00:00,1.3192
2025-09-12 14:00:00,1.2753
2025-09-12 15:00:00,1.2569
2025-09-12 16:00:00,1.2977
2025-09-12 17:00:00,1.0332
2025-09-12 18:00:00,1.1079
2025-09-12 19:00:00,0.8348
2025-09-12 20:00:00,0.8028
2025-09-12 21:00:00,0.8751
2025-09-12 22:00:00,0.8676
2025-09-12 23:00:00,0.7895
2025-09-13 00:00:00,0.843
2025-09-13 01:00:00,0.9727
2025-09-13 02:00:00,0.9317
2025-09-13 03:00:00,0.9218
2025-09-13 04:00:00,0.8957
2025-09-13 05:00:00,0.8763
2025-09-13 06:00:00,0.9321
2025-09-13 07:00:00,0.9811
2025-09-13 08:00:00,1.0892
2025-09-13 09:00:00,1.2288
2025-09-13 10:00:00,1.3888
2025-09-13 11:00:00,1.4555
2025-09-13 12:00:00,1.6617
2025-09-13 13:00:00,1.524
2025-09-13 14:00:00,1.5221
2025-09-13 15:00:00,1.4484
2025-09-13 16:00:00,1.3907
2025-09-13 17:00:00,1.1502
2025-09-13 18:00:00,1.1246
2025-09-13 19:00:00,0.9844
2025-09-13 20:00:00,0.9133
2025-09-13 21:00:00,0.8935
2025-09-13 22:00:00,0.8264
2025-09-13 23:00:00,0.7881
2025-09-14 00:00:00,0.8373
2025-09-14 01:00:00,0.8412
2025-09-14 02:00:00,0.8582
2025-09-14 03:00:00,0.884
2025-09-14 04:00:00,0.8536
2025-09-14 05:00:00,0.816
2025-09-14 06:00:00,0.884
2025-09-14 07:00:00,0.9275
2025-09-14 08:00:00,0.9842
2025-09-14 09:00:00,1.1481
2025-09-14 10:00:00,1.3787
2025-09-14 11:00:00,1.3008
2025-09-14 12:00:00,1.3644
2025-09-14 13:00:00,1.4185
2025-09-14 14:00:00,1.4736
2025-09-14 15:00:00,1.3795
2025-09-14 16:00:00,1.2842
2025-09-14 17:00:00,1.2513
2025-09-14 18:00:00,1.1053
2025-09-14 19:00:00,1.0775
2025-09-14 20:00:00,0.8454
2025-09-14 21:00:00,0.7969
2025-09-14 22:00:00,0.8383
2025-09-14 23:00:00,0.7432
2025-09-15 00:00:00,0.7222
2025-09-15 01:00:00,0.819
2025-09-15 02:00:00,0.705
2025-09-15 03:00:00,0.7569
2025-09-15 04:00:00,0.8212
2025-09-15 05:00:00,0.6915
2025-09-15 06:00:00,0.7253
2025-09-15 07:00:00,0.8007
2025-09-15 08:00:00,0.891
2025-09-15 09:00:00,1.0813
2025-09-15 10:00:00,1.1087
2025-09-15 11:00:00,1.3478
2025-09-15 12:00:00,1.2523
2025-09-15 13:00:00,1.3233
2025-09-15 14:00:00,1.3134
2025-09-15 15:00:00,1.2277
2025-09-15 16:00:00,1.1384
2025-09-15 17:00:00,0.9967
2025-09-15 18:00:00,1.2027
2025-09-15 19:00:00,0.9438
2025-09-15 20:00:00,0.8204
2025-09-15 21:00:00,0.7752
2025-09-15 22:00:00,0.7935
2025-09-15 23:00:00,0.6875
2025-09-16 00:00:00,0.7304
2025-09-16 01:00:00,0.7533
2025-09-16 02:00:00,0.8544
2025-09-16 03:00:00,0.7571
2025-09-16 04:00:00,0.8174
2025-09-16 05:00:00,0.7914
2025-09-16 06:00:00,0.8047
2025-09-16 07:00:00,0.9702
2025-09-16 08:00:00,0.9298
2025-09-16 09:00:00,1.0444
2025-09-16 10:00:00,1.1538
2025-09-16 11:00:00,1.2397
2025-09-16 12:00:00,1.2957
2025-09-16 13:00:00,1.3671
2025-09-16 14:00:00,1.3184
2025-09-16 15:00:00,1.3464
2025-09-16 16:00:00,1.1845
2025-09-16 17:00:00,1.1121
2025-09-16 18:00:00,1.0134
2025-09-16 19:00:00,0.8882
2025-09-16 20:00:00,0.9422
2025-09-16 21:00:00,0.8461
2025-09-16 22:00:00,0.9824
2025-09-16 23:00:00,0.7874
2025-09-17 00:00:00,0.7884
2025-09-17 01:00:00,0.785
2025-09-17 02:00:00,0.8222
2025-09-17 03:00:00,0.8299
2025-09-17 04:00:00,0.8201
2025-09-17 05:00:00,0.8347
2025-09-17 06:00:00,0.8173
2025-09-17 07:00:00,0.8181
2025-09-17 08:00:00,1.0568
2025-09-17 09:00:00,1.1487
2025-09-17 10:00:00,1.1892
2025-09-17 11:00:00,1.3279
2025-09-17 12:00:00,1.3586
2025-09-17 13:00:00,1.3434
2025-09-17 14:00:00,1.2697
2025-09-17 15:00:00,1.186
2025-09-17 16:00:00,1.0994
2025-09-17 17:00:00,1.0572
2025-09-17 18:00:00,0.9484
2025-09-17 19:00:00,0.8454
2025-09-17 20:00:00,0.7692
2025-09-17 21:00:00,0.7672
2025-09-17 22:00:00,0.8177
2025-09-17 23:00:00,0.7152
2025-09-18 00:00:00,0.7857
2025-09-18 01:00:00,0.8095
2025-09-18 02:00:00,0.8342
2025-09-18 03:00:00,0.7647
2025-09-18 04:00:00,0.8106
2025-09-18 05:00:00,0.7291
2025-09-18 06:00:00,0.7717
2025-09-18 07:00:00,0.8841
2025-09-18 08:00:00,0.9473
2025-09-18 09:00:00,0.9983
2025-09-18 10:00:00,1.1844
2025-09-18 11:00:00,1.1974
2025-09-18 12:00:00,1.3032
2025-09-18 13:00:00,1.3744
2025-09-18 14:00:00,1.2849
2025-09-18 15:00:00,1.3029
2025-09-18 16:00:00,1.2113
2025-09-18 17:00:00,1.1637
2025-09-18 18:00:00,1.007
2025-09-18 19:00:00,0.9569
2025-09-18 20:00:00,0.7997
2025-09-18 21:00:00,0.9688
2025-09-18 22:00:00,0.7785
2025-09-18 23:00:00,0.704
2025-09-19 00:00:00,0.7396
2025-09-19 01:00:00,0.7403
2025-09-19 02:00:00,0.7864
2025-09-19 03:00:00,0.7306
2025-09-19 04:00:00,0.7585
2025-09-19 05:00:00,0.7075
2025-09-19 06:00:00,0.7431
2025-09-19 07:00:00,0.7868
2025-09-19 08:00:00,0.959
2025-09-19 09:00:00,1.0874
2025-09-19 10:00:00,1.2532
2025-09-19 11:00:00,1.3544
2025-09-19 12:00:00,1.3497
2025-09-19 13:00:00,1.385
2025-09-19 14:00:00,1.395
2025-09-19 15:00:00,1.3758
2025-09-19 16:00:00,1.3009
